experiment,step,commit,changed_files,target_source_bytes,variant,wall_ms,base_mib,middle_mib,segments,base_merged
viberwhisper-history.json,51,374f74107531cc6f795d126d70ebbe6463705237,9,119121,auto50,30.064792,0.0704498291015625,1.9593925476074219,9,False
viberwhisper-history.json,51,374f74107531cc6f795d126d70ebbe6463705237,9,119121,auto25,27.893708999999998,0.0704498291015625,1.9593925476074219,9,False
viberwhisper-history.json,52,af21e4556172b01b41f88f4a39d09a9efeedd8d7,3,54803,auto50,37.685458999999994,0.0704498291015625,1.7588281631469727,7,False
viberwhisper-history.json,52,af21e4556172b01b41f88f4a39d09a9efeedd8d7,3,54803,auto25,39.465167,0.0704498291015625,1.7588281631469727,7,False
viberwhisper-history.json,52,af21e4556172b01b41f88f4a39d09a9efeedd8d7,3,54803,main,10.056875,0.8188638687133789,0.43790245056152344,4,False
viberwhisper-history.json,53,ec93ed760bd0960128e2b954b477d7a581a2eb97,7,65361,auto25,26.253333,0.0704498291015625,1.9700088500976562,8,False
viberwhisper-history.json,53,ec93ed760bd0960128e2b954b477d7a581a2eb97,7,65361,main,9.931958,0.8188638687133789,0.6196050643920898,5,False
viberwhisper-history.json,53,ec93ed760bd0960128e2b954b477d7a581a2eb97,7,65361,auto50,27.02675,0.0704498291015625,1.9700088500976562,8,False
viberwhisper-history.json,54,1266f10811bff33bff97f7c5e8d0eb3cb7eb38d9,5,43684,main,8.662291000000002,0.8188638687133789,0.702545166015625,6,False
viberwhisper-history.json,54,1266f10811bff33bff97f7c5e8d0eb3cb7eb38d9,5,43684,auto50,27.456083999999997,0.0704498291015625,2.0560131072998047,9,False
viberwhisper-history.json,54,1266f10811bff33bff97f7c5e8d0eb3cb7eb38d9,5,43684,auto25,27.909291999999997,0.0704498291015625,2.0560131072998047,9,False
viberwhisper-history.json,55,9c571985fa7ba708d1307ebb8ae0f3c4b709ecaa,5,92353,auto50,39.401875000000004,0.0704498291015625,1.993525505065918,7,False
viberwhisper-history.json,55,9c571985fa7ba708d1307ebb8ae0f3c4b709ecaa,5,92353,auto25,40.69025,0.0704498291015625,1.993525505065918,7,False
viberwhisper-history.json,55,9c571985fa7ba708d1307ebb8ae0f3c4b709ecaa,5,92353,main,10.671209,0.8188638687133789,0.848841667175293,7,False
viberwhisper-history.json,56,569710ed018e432965adc02276f4094030cad233,7,52057,auto25,27.812334,0.0704498291015625,2.114156723022461,8,False
viberwhisper-history.json,56,569710ed018e432965adc02276f4094030cad233,7,52057,main,10.205499999999999,0.8188638687133789,0.9607963562011719,8,False
viberwhisper-history.json,56,569710ed018e432965adc02276f4094030cad233,7,52057,auto50,27.847709,0.0704498291015625,2.114156723022461,8,False
viberwhisper-history.json,57,bbfe83629f435a263a4b632554ce761e9baf690b,4,51530,main,16.532167,0.8418598175048828,0.0,1,False
viberwhisper-history.json,57,bbfe83629f435a263a4b632554ce761e9baf690b,4,51530,auto50,26.411541,0.0704498291015625,2.2159032821655273,9,False
viberwhisper-history.json,57,bbfe83629f435a263a4b632554ce761e9baf690b,4,51530,auto25,22.796166,0.0704498291015625,2.2159032821655273,9,False
viberwhisper-history.json,58,e0502a5585cadfcd7bd29e51a32fefec3cc567c8,22,215004,auto50,39.403084,0.0704498291015625,1.935317039489746,7,False
viberwhisper-history.json,58,e0502a5585cadfcd7bd29e51a32fefec3cc567c8,22,215004,auto25,39.707416,0.0704498291015625,1.935317039489746,7,False
viberwhisper-history.json,58,e0502a5585cadfcd7bd29e51a32fefec3cc567c8,22,215004,main,11.572167,0.8418598175048828,0.3341856002807617,2,False
viberwhisper-history.json,59,35248a50ff06e7638aa6026f703fe1fb2b0a77d6,3,10000,auto25,25.625667,0.0704498291015625,1.9746360778808594,8,False
viberwhisper-history.json,59,35248a50ff06e7638aa6026f703fe1fb2b0a77d6,3,10000,main,8.832333,0.8418598175048828,0.3663206100463867,3,False
viberwhisper-history.json,59,35248a50ff06e7638aa6026f703fe1fb2b0a77d6,3,10000,auto50,25.466124999999998,0.0704498291015625,1.9746360778808594,8,False
viberwhisper-history.json,60,ca60c703e810db2823f569ca71f787be5d7d58d3,5,74600,main,9.62875,0.8418598175048828,0.510828971862793,4,False
viberwhisper-history.json,60,ca60c703e810db2823f569ca71f787be5d7d58d3,5,74600,auto50,29.682875,0.0704498291015625,2.1291751861572266,9,False
viberwhisper-history.json,60,ca60c703e810db2823f569ca71f787be5d7d58d3,5,74600,auto25,27.998417,0.0704498291015625,2.1291751861572266,9,False
viberwhisper-history.json,61,e3220d298ce06375f52a6937c74c82ba5ed03e4e,1,11108,auto50,33.835083000000004,0.0704498291015625,2.0911359786987305,7,False
viberwhisper-history.json,61,e3220d298ce06375f52a6937c74c82ba5ed03e4e,1,11108,auto25,35.700666999999996,0.0704498291015625,2.0911359786987305,7,False
